12,9.2%,8.3%,8.8%
13,9.5%,8.5%,9.0%
14,9.4%,8.6%,9.1%
15,7.7%,7.4%,7.6%
16,6.2%,6.2%,6.2%
17,4.9%,5.3%,5.1%
18,3.5%,4.4%,3.9%
2.6%,3.6%,3.0%,
AGE,"2017FEMALE","2018FEMALE",INC./DEC.,"2017MALE","2018MALE",INC./DEC.,"2017TOTAL F/M","2018TOTAL F/M",INC./DEC.
8 & UNDER,"16,933","15,649","-1,284","13,829","12,842",-987,"30,762","28,491","-2,271"
9,"15,827","14,861",-966,"12,428","11,912",-516,"28,255","26,773","-1,482"
10,"20,901","19,553","-1,348","16,122","15,537",-585,"37,023","35,090","-1,933"
11,"23,822","22,825",-997,"17,409","17,782",373,"41,231","40,607",-624
12,"24,297","23,575",-722,"17,936","17,731",-205,"42,233","41,306",-927
13,"23,371","22,373",-998,"17,214","16,719",-495,"40,585","39,092","-1,493"
14,"21,193","21,048",-145,"16,214","16,117",-97,"37,407","37,165",-242
15,"16,368","16,578",210,"12,877","13,365",488,"29,245","29,943",698
16,"12,632","12,895",263,"10,571","10,827",256,"23,203","23,722",519
17,"10,111","10,059",-52,"9,410","9,042",-368,"19,521","19,101",-420
18,"6,836","6,965",129,"7,052","7,307",255,"13,888","14,272",384
19 & OVER,"5,164","5,154",-10,"6,110","6,019",-91,"11,274","11,173",-101
TOTAL,"197,455","191,535","-5,920","157,172","155,200","-1,972","354,627","346,735","-7,892"
LSC,,LSC,,,,,
"",,,2017,,2018,,
"",,,,,,,INC./
CODE,,NAME,,,,,DEC.
AD,ADIRONDACK,,38,,34,,-4
AK,ALASKA,,110,,124,,14
AM,ALLEGHENY MOUNTAIN,,41,,48,,7
AR,ARKANSAS,,16,,30,,14
AZ,ARIZONA,,33,,70,,37
BD,BORDER,,1,,0,,-1
CA,SOUTHERN CALIFORNIA,,"1,588",,"1,467",,-121
CC,CENTRAL CALIFORNIA,,43,,26,,-17
CO,COLORADO,,90,,85,,-5
CT,CONNECTICUT,,22,,23,,1
FG,FLORIDA GOLD COAST,,3,,2,,-1
FL,FLORIDA,,117,,184,,67
GA,GEORGIA,,61,,23,,-38
GU,GULF,,489,,306,,-183
HI,HAWAIIAN,,80,,99,,19
IA,IOWA,,44,,43,,-1
IE,INLAND EMPIRE,,46,,42,,-4
IL,ILLINOIS,,"2,320",,"3,812",,1492
IN,INDIANA,,518,,503,,-15
KY,KENTUCKY,,65,,84,,19
LA,LOUISIANA,,12,,9,,-3
LE,LAKE ERIE,,56,,61,,5
MA,MIDDLE ATLANTIC,,57,,103,,46
MD,MARYLAND,,69,,62,,-7
ME,MAINE,,32,,31,,-1
MI,MICHIGAN,,206,,208,,2
MN,MINNESOTA,,57,,54,,-3
MR,METROPOLITAN,,838,,108,,-730
MS,MISSISSIPPI,,4,,2,,-2
MT,MONTANA,,106,,107,,1
MV,MISSOURI VALLEY,,289,,245,,-44
LSC,,LSC,,,,,
"",,,2017,,2018,,
"",,,,,,,INC./
CODE,,NAME,,,,,DEC.
MW,MIDWESTERN,,78,,82,,4
NC,NORTH CAROLINA,,56,,157,,101
ND,NORTH DAKOTA,,1,,10,,9
NE,NEW ENGLAND,,83,,97,,14
NI,NIAGARA,,320,,377,,57
NJ,NEW JERSEY,,211,,219,,8
NM,NEW MEXICO,,251,,181,,-70
NT,NORTH TEXAS,,40,,44,,4
OH,OHIO,,80,,80,,0
OK,OKLAHOMA,,40,,36,,-4
OR,OREGON,,451,,329,,-122
OZ,OZARK,,109,,121,,12
PC,PACIFIC,,263,,251,,-12
PN,PACIFIC NORTHWEST,,185,,178,,-7
PV,POTOMAC VALLEY,,36,,35,,-1
SC,SOUTH CAROLINA,,81,,14,,-67
SD,SOUTH DAKOTA,,15,,14,,-1
SE,SOUTHEASTERN,,141,,140,,-1
SI,SAN DIEGO-IMPERIAL,,215,,399,,184
SN,SIERRA NEVADA,,54,,116,,62
SR,SNAKE RIVER,,52,,45,,-7
ST,SOUTH TEXAS,,159,,114,,-45
UT,UTAH,,156,,130,,-26
VA,VIRGINIA,,44,,50,,6
WI,WISCONSIN,,85,,87,,2
WT,WEST TEXAS,,0,,0,,0
WV,WEST VIRGINIA,,6,,4,,-2
WY,WYOMING,,114,,64,,-50
"",,FEMALE,MALE,,FEMALE,,MALE,,FEMALE,,MALE,,FEMALE,,MALE,,
AD,ADIRONDACK,2,,6,5,,3,,4,,,1,3,,,8,29
AK,ALASKA,0,,2,4,,0,,4,,,0,3,,,6,19
AM,ALLEGHENY MOUNTAIN,2,,2,6,,3,,2,,,1,9,,,13,35
AR,ARKANSAS,1,,2,3,,0,,4,,,2,8,,,4,23
AZ,ARIZONA,2,,12,10,,7,,5,,,6,4,,,17,60
BD,BORDER,1,,2,0,,0,,0,,,0,1,,,3,7
CA,SOUTHERN CALIFORNIA,21,,19,10,,13,,17,,,11,23,,,55,164
CC,CENTRAL CALIFORNIA,7,,4,2,,3,,2,,,1,3,,,3,21
CO,COLORADO,9,,8,11,,1,,15,,,13,12,,,17,84
CT,CONNECTICUT,1,,3,3,,4,,3,,,4,1,,,6,25
FG,FLORIDA GOLD COAST,1,,2,4,,2,,5,,,2,3,,,11,27
FL,FLORIDA,13,,7,10,,5,,14,,,6,10,,,29,93
GA,GEORGIA,8,,3,7,,3,,13,,,5,17,,,33,81
GU,GULF,3,,12,5,,10,,7,,,6,5,,,18,66
HI,HAWAIIAN,0,,2,2,,0,,4,,,1,1,,,4,14
IA,IOWA,3,,2,1,,3,,4,,,3,3,,,3,22
IE,INLAND EMPIRE,5,,2,4,,1,,5,,,1,6,,,9,31
IL,ILLINOIS,17,,15,9,,9,,14,,,16,14,,,33,125
IN,INDIANA,16,,21,15,,13,,11,,,16,17,,,55,154
KY,KENTUCKY,1,,0,3,,1,,1,,,1,3,,,8,18
LA,LOUISIANA,2,,0,1,,2,,1,,,1,8,,,23,38
LE,LAKE ERIE,8,,1,6,,4,,6,,,4,4,,,17,49
MA,MIDDLE ATLANTIC,12,,10,15,,8,,6,,,4,11,,,32,93
MD,MARYLAND,1,,4,5,,6,,10,,,5,7,,,15,50
ME,MAINE,2,,0,3,,1,,0,,,0,4,,,7,17
MI,MICHIGAN,4,,7,17,,6,,8,,,7,5,,,25,76
MN,MINNESOTA,3,,4,10,,5,,10,,,1,17,,,26,75
MR,METROPOLITAN,5,,5,7,,5,,7,,,12,8,,,21,69
MS,MISSISSIPPI,6,,4,1,,1,,0,,,2,3,,,7,22
MT,MONTANA,1,,1,0,,0,,2,,,1,3,,,7,15
"",,FEMALE,MALE,,FEMALE,,MALE,,FEMALE,MALE,,FEMALE,,MALE,,
MV,MISSOURI VALLEY,3,,3,1,,5,,12,,3,6,,,13,45
MW,MIDWESTERN,5,,5,4,,1,,7,,0,3,,,11,34
NC,NORTH CAROLINA,13,,10,7,,12,,5,,8,9,,,24,88
ND,NORTH DAKOTA,3,,0,3,,1,,3,,3,4,,,2,19
NE,NEW ENGLAND,9,,8,12,,5,,15,,4,11,,,26,86
NI,NIAGARA,6,,4,7,,2,,4,,7,8,,,28,66
NJ,NEW JERSEY,7,,2,11,,4,,8,,2,6,,,11,48
NM,NEW MEXICO,8,,5,3,,3,,1,,3,4,,,12,38
NT,NORTH TEXAS,3,,4,8,,8,,6,,5,15,,,31,80
OH,OHIO,7,,20,3,,8,,8,,9,9,,,28,86
OK,OKLAHOMA,7,,5,4,,7,,5,,1,6,,,14,47
OR,OREGON,10,,7,8,,9,,15,,10,18,,,16,92
OZ,OZARK,0,,0,3,,1,,3,,4,2,,,8,20
PC,PACIFIC,14,,8,9,,5,,7,,4,17,,,28,92
PN,PACIFIC NORTHWEST,6,,5,9,,3,,13,,10,9,,,24,77
PV,POTOMAC VALLEY,5,,6,13,,11,,7,,3,4,,,20,68
SC,SOUTH CAROLINA,8,,2,4,,6,,4,,2,3,,,10,38
SD,SOUTH DAKOTA,0,,1,2,,0,,1,,1,2,,,3,10
SE,SOUTHEASTERN,11,,8,5,,16,,5,,6,15,,,49,107
SI,SAN DIEGO-IMPERIAL,10,,1,3,,6,,3,,2,6,,,14,43
SN,SIERRA NEVADA,10,,5,4,,4,,2,,3,4,,,18,47
SR,SNAKE RIVER,2,,0,5,,0,,0,,3,7,,,7,21
ST,SOUTH TEXAS,10,,11,11,,10,,22,,17,9,,,23,107
UT,UTAH,4,,7,3,,2,,7,,5,8,,,10,42
VA,VIRGINIA,3,,9,3,,7,,7,,4,9,,,22,62
WI,WISCONSIN,7,,5,14,,10,,13,,12,5,,,18,77
WT,WEST TEXAS,1,,0,0,,1,,1,,1,1,,,6,11
WV,WEST VIRGINIA,0,,0,0,,1,,0,,0,0,,,4,4
WY,WYOMING,4,,5,2,,2,,0,,3,5,,,6,26
"",,FEMALE,MALE,FEMALE,MALE,FEMALE,MALE,FEMALE,MALE,FEMALE,MALE,FEMALE,MALE,FEMALE,MALE,FEMALE,MALE,FEMALE,MALE
AD,Adirondack,6,1,3,0,47,50,10,5,0,0,693,415,7,5,63,22,590,351
AK,Alaska,3,5,36,35,25,15,9,7,4,3,487,371,2,6,97,73,575,431
AM,Allegheny,15,15,1,2,120,125,17,13,1,0,"1,444",931,10,11,51,55,647,490
"",Mountain,,,,,,,,,,,,,,,,,,
AR,Arkansas,15,6,1,4,37,48,16,17,2,0,636,483,7,6,50,34,154,147
AZ,Arizona,28,19,7,5,116,136,153,109,4,4,"1,572","1,139",24,17,284,206,942,736
BD,Border,3,3,0,0,6,7,157,159,0,1,45,35,2,1,32,26,220,218
CA,Southern,116,67,14,6,"1,754","2,505","1,081",834,46,38,"3,549","2,838",102,121,"1,398","1,112","3,575","3,524"
"",California,,,,,,,,,,,,,,,,,,
CC,Central,8,1,0,2,48,55,68,65,3,2,327,253,11,15,125,94,400,311
"",California,,,,,,,,,,,,,,,,,,
CO,Colorado,17,8,5,0,171,141,94,61,5,1,"2,129","1,397",18,11,323,211,"1,703","1,148"
CT,Connecticut,31,20,0,1,180,195,64,69,1,0,"1,519","1,026",27,18,136,108,"1,549","1,122"
FG,Florida,42,39,1,1,37,53,344,461,4,3,527,489,49,49,126,125,"1,411","1,316"
"",Gold Coast,,,,,,,,,,,,,,,,,,
FL,Florida,97,73,5,5,221,272,239,264,7,3,"2,778","2,102",42,46,368,312,"2,355","1,961"
GA,Georgia,209,193,0,1,240,318,89,88,1,0,"2,152","1,675",33,29,179,168,"1,453","1,179"
GU,Gulf,141,126,8,6,477,712,445,428,4,3,"1,986","1,495",50,41,383,331,"1,781","1,596"
HI,Hawaiian,6,6,5,1,221,202,23,14,85,58,377,299,18,11,286,237,642,537
IA,Iowa,9,3,0,0,76,61,19,10,1,0,"1,072",838,4,6,61,48,471,386
IE,Inland Empire,3,5,2,2,21,25,29,16,0,0,477,349,5,5,52,44,218,154
IL,Illinois,173,134,3,6,537,604,342,252,4,5,"4,656","3,509",134,114,466,379,"5,879","5,074"
IN,Indiana,79,49,5,6,244,248,164,154,2,1,"3,877","2,774",30,27,304,229,"1,720","1,326"
KY,Kentucky,11,7,1,1,34,34,19,9,0,0,788,613,3,9,24,30,565,467
LA,Louisiana,24,34,1,2,27,29,20,19,0,1,592,502,1,3,30,27,825,715
LE,Lake Erie,39,33,0,1,109,111,29,19,1,1,"1,308",984,13,7,101,76,531,426
MA,Middle Atlantic,113,79,11,7,323,443,89,72,18,13,"3,709","3,048",36,34,259,203,"1,844","1,490"
MD,Maryland,134,99,2,1,164,214,38,38,6,2,"1,570","1,225",19,16,184,151,922,746
ME,Maine,13,6,0,2,15,19,7,6,0,2,499,335,11,7,21,8,108,60
MI,Michigan,100,79,2,7,231,300,74,56,5,1,"3,028","1,923",34,28,244,166,"1,765","1,363"
MN,Minnesota,15,10,4,1,156,134,46,15,4,0,"2,454","1,343",35,26,141,99,"2,309","1,467"
MR,Metropolitan,105,85,7,8,442,556,259,219,4,4,"2,061","1,684",82,79,323,240,"2,361","2,125"
MS,Mississippi,21,36,1,0,28,35,10,7,1,0,394,386,1,8,25,27,207,203
MT,Montana,7,3,13,4,7,5,9,4,0,0,376,214,4,0,24,20,222,171
MV,Missouri Valley,15,14,3,2,56,70,71,75,3,0,"1,259",919,9,8,107,78,"1,244",984
MW,Midwestern,4,9,4,1,50,44,26,21,0,0,998,777,8,5,70,44,432,297
"",,FEMALE,MALE,FEMALE,MALE,FEMALE,MALE,FEMALE,MALE,FEMALE,MALE,FEMALE,MALE,FEMALE,MALE,FEMALE,MALE,FEMALE,MALE
NC,NORTH,126,85,5,4,131,167,80,49,6,4,"2,554","1,837",15,33,188,134,"2,756","2,149"
"",CAROLINA,,,,,,,,,,,,,,,,,,
ND,NORTH DAKOTA,4,1,0,2,11,7,4,3,0,0,599,371,2,1,30,14,187,109
NE,NEW ENGLAND,65,28,4,5,480,565,85,68,0,1,"3,176","1,896",105,71,251,198,"1,537","1,069"
NI,NIAGARA,134,94,23,7,101,116,25,30,1,0,"1,915","1,320",19,23,134,88,909,641
NJ,NEW JERSEY,76,54,1,0,509,667,163,167,2,2,"1,626","1,206",56,58,209,140,"2,652","2,306"
NM,NEW MEXICO,8,4,9,7,72,81,184,114,3,2,441,361,11,9,210,152,224,142
NT,NORTH TEXAS,86,71,9,12,671,903,169,156,2,5,"1,520","1,258",26,33,314,244,978,907
OH,OHIO,45,24,3,0,132,161,43,42,2,3,"2,222","1,669",28,27,184,148,955,838
OK,OKLAHOMA,6,9,30,21,58,69,30,42,1,1,519,448,3,5,123,69,235,251
OR,OREGON,11,10,15,8,198,226,87,54,3,0,"1,588","1,071",24,21,232,197,"1,300","1,059"
OZ,OZARK,27,30,3,1,77,80,22,13,2,2,939,675,9,4,50,46,782,605
PC,PACIFIC,48,35,11,8,"1,496","1,811",293,223,24,16,"2,236","1,645",129,87,854,644,"3,707","3,383"
PN,PACIFIC,30,22,9,3,520,669,63,54,10,6,"1,712","1,347",39,27,435,303,943,812
"",NORTHWEST,,,,,,,,,,,,,,,,,,
PV,POTOMAC,289,190,3,7,655,786,161,127,3,2,"2,504","2,018",418,344,440,381,"2,221","1,814"
"",VALLEY,,,,,,,,,,,,,,,,,,
SC,SOUTH,35,32,4,1,35,37,25,27,1,0,"1,121",835,9,14,73,60,483,427
"",CAROLINA,,,,,,,,,,,,,,,,,,
SD,SOUTH DAKOTA,1,4,6,4,6,4,3,5,0,0,399,299,1,3,22,19,323,233
SE,SOUTHEASTERN,101,87,8,5,161,184,54,53,1,2,"1,997","1,704",21,30,146,135,"1,740","1,540"
SI,SAN DIEGO-,9,9,2,1,213,240,151,109,9,8,821,664,18,11,322,286,520,502
"",IMPERIAL,,,,,,,,,,,,,,,,,,
SN,SIERRA NEVADA,13,5,5,5,130,147,44,52,8,4,657,473,5,7,222,158,858,737
SR,SNAKE RIVER,7,6,1,0,17,15,25,8,0,1,487,364,5,1,45,55,113,71
ST,SOUTH TEXAS,36,37,7,5,517,606,460,507,4,5,"1,848","1,587",28,36,493,426,965,917
US,USA,0,0,0,0,0,1,1,0,0,0,2,4,0,0,1,2,4,4
"",SWIMMING,,,,,,,,,,,,,,,,,,
UT,UTAH,6,7,3,3,55,58,38,50,7,9,"1,149","1,043",6,6,76,64,706,612
VA,VIRGINIA,51,49,3,2,118,98,73,52,5,5,"1,928","1,471",24,27,213,169,"1,384","1,161"
WI,WISCONSIN,8,12,6,3,88,92,60,21,2,1,"2,736","1,490",9,10,190,112,"1,383",825
WT,WEST TEXAS,2,5,0,0,10,14,17,37,1,1,167,142,1,0,36,20,296,199
WV,WEST VIRGINIA,1,4,0,0,10,9,4,1,0,2,175,110,1,2,6,5,168,124
WY,WYOMING,1,0,7,6,1,3,22,10,1,0,564,467,1,0,40,41,323,253
"LSCCODE","LSCNAME",2017,2018,"INC./DEC."
AD,ADIRONDACK,245,186,-59
AM,ALLEGHENY MOUNTAIN,142,137,-5
AR,ARKANSAS,112,82,-30
AZ,ARIZONA,2,95,93
CA,SOUTHERN CALIFORNIA,"1,479","1,570",91
CC,CENTRAL CALIFORNIA,34,19,-15
CO,COLORADO,"1,249","1,254",5
CT,CONNECTICUT,410,458,48
FG,FLORIDA GOLD COAST,166,124,-42
FL,FLORIDA,"1,736","1,786",50
GA,GEORGIA,149,144,-5
HI,HAWAIIAN,79,113,34
IA,IOWA,79,1,-78
IN,INDIANA,"1,425","1,413",-12
KY,KENTUCKY,35,0,-35
LA,LOUISIANA,10,26,16
ME,MAINE,136,133,-3
MN,MINNESOTA,"1,052","1,124",72
MT,MONTANA,4,0,-4
MW,MIDWESTERN,197,176,-21
ND,NORTH DAKOTA,82,97,15
NI,NIAGARA,115,119,4
NM,NEW MEXICO,95,105,10
NT,NORTH TEXAS,236,112,-124
OH,OHIO,437,559,122
OR,OREGON,523,559,36
PC,PACIFIC,"1,185","1,132",-53
PN,PACIFIC NORTHWEST,2,2,0
PV,POTOMAC VALLEY,55,33,-22
SC,SOUTH CAROLINA,0,51,51
SE,SOUTHEASTERN,80,250,170
SI,SAN DIEGO-IMPERIAL,517,399,-118
SN,SIERRA NEVADA,334,377,43
SR,SNAKE RIVER,109,102,-7
ST,SOUTH TEXAS,226,306,80
UT,UTAH,19,26,7
VA,VIRGINIA,198,167,-31
WI,WISCONSIN,430,397,-33
WV,WEST VIRGINIA,11,5,-6
LSC,,,,,
"",LSC NAME,2017,2018,,
"",,,,,INC./
CODE,,,,,DEC.
AM,ALLEGHENY MOUNTAIN,162,69,,-93
AZ,ARIZONA,144,225,,81
BD,BORDER,25,60,,35
CC,CENTRAL CALIFORNIA,38,67,,29
CO,COLORADO,199,113,,-86
GA,GEORGIA,316,383,,67
IN,INDIANA,5,0,,-5
LA,LOUISIANA,124,123,,-1
ME,MAINE,111,62,,-49
MS,MISSISSIPPI,42,39,,-3
MV,MISSOURI VALLEY,"2,225","2,212",,-13
ND,NORTH DAKOTA,114,116,,2
OH,OHIO,502,292,,-210
OK,OKLAHOMA,106,35,,-71
OZ,OZARK,18,76,,58
PC,PACIFIC,"1,214","1,181",,-33
PN,PACIFIC NORTHWEST,506,443,,-63
SD,SOUTH DAKOTA,97,111,,14
