16,"1,112","11,189",,"12,301",,"3.7% 1,146",,"9,198",,"10,344",,3.1%,"22,645",,6.7%
17,633,"8,874",,"9,507",,2.8% 779,,"7,775",,"8,554",,2.5%,"18,061",,5.4%
18,276,"6,406",,"6,682",,2.0% 489,,"6,283",,"6,772",,2.0%,"13,454",,4.0%
19 & Over,322,"5,251",,"5,573",,1.7% 388,,"6,250",,"6,638",,2.0%,"12,211",,3.6%
"% OF TOTAL ATH. AGE % OF FEMALE ATH.",% OF MALE ATH.,
RETAINED,RETAINED,RETAINED
8 & Under 2.8%,2.7%,2.8%
9 4.1%,3.9%,4.0%
10 6.3%,5.9%,6.1%
11 8.2%,7.4%,7.8%
12 9.5%,8.6%,9.1%
13 9.4%,8.7%,9.1%
14 9.0%,8.1%,8.6%
15 7.2%,7.1%,7.2%
16 5.9%,6.3%,6.1%
17 4.7%,5.3%,5.0%
18 3.4%,4.3%,3.9%
19 & Over 2.8%,4.3%,3.6%
2016AGE 2015,2016,2015,2016,2015,,
FEMALE,FEMALE,INC./DEC. MALE,MALE,INC./DEC. TOTAL F/M,TOTAL F/M,INC./DEC.
"8 & Under 17,423","16,515","-908 13,331","12,853","-478 30,754","29,368",-1386
"9 15,739","15,350","-389 11,596","11,551","-45 27,335","26,901",-434
"10 20,184","19,714","-470 14,632","14,241","-391 34,816","33,955",-861
"11 23,512","22,712","-800 16,649","16,095","-554 40,161","38,807",-1354
"12 23,794","23,788","-6 17,069","16,895","-174 40,863","40,683",-180
"13 21,997","22,138","141 15,282","16,199","917 37,279","38,337",1058
"14 19,177","19,914","737 14,395","14,374","-21 33,572","34,288",716
"15 15,314","15,310","-4 12,182","12,016","-166 27,496","27,326",-170
"16 11,926","12,301","375 9,815","10,344","529 21,741","22,645",904
"17 9,355","9,507","152 8,535","8,554","19 17,890","18,061",171
"18 6,501","6,682","181 6,762","6,772","10 13,263","13,454",191
"19 & Over 5,391","5,573","182 6,523","6,638","115 11,914","12,211",297
LSC,LSC,2015,,2016,INC./
CODE,NAME,,,,DEC.
AD Adirondack,,21,,24,3
AK Alaska,,100,,98,-2
AM Allegheny Mountain,,34,,45,11
AR Arkansas,,9,,7,-2
AZ Arizona,,26,,33,7
BD Border,,3,,0,-3
CA Southern California,,"1,585",,1619,34
CC Central California,,27,,38,11
CO Colorado,,90,,101,11
CT Connecticut,,2,,6,4
FG Florida Gold Coast,,4,,6,2
FL Florida,,183,,148,-35
GA Georgia,,59,,45,-14
GU Gulf,,377,,419,42
HI Hawaiian,,63,,74,11
IA Iowa,,58,,44,-14
IE Inland Empire,,46,,36,-10
IL Illinois,,291,,320,29
IN Indiana,,343,,430,87
KY Kentucky,,104,,97,-7
LA Louisiana,,5,,8,3
ELAE R-ROLakUe NEriDe  ATHLETE MEMBERSH4IP1,,,,76,35
MA Middle Atlantic,,34,,46,12
MD Maryland,,74,,62,-12
ME Maine,,34,,33,-1
MI Michigan,,111,,150,39
MN Minnesota,,75,,72,-3
MR Metropolitan,,831,,804,-27
MS Mississippi,,14,,10,-4
MT Montana,,34,,79,45
MV Missouri Valley,,218,,255,37
LSC,,LSC,2015,2016,INC./
CODE,,NAME,,,DEC.
MW,Midwestern,,64,75,11
NC,North Carolina,,72,62,-10
ND,North Dakota,,7,5,-2
NE,New England,,56,76,20
NI,Niagara,,293,309,16
NJ,New Jersey,,226,221,-5
NM,New Mexico,,192,250,58
NT,North Texas,,49,36,-13
OH,Ohio,,43,71,28
OK,Oklahoma,,31,45,14
OR,Oregon,,347,348,1
OZ,Ozark,,112,107,-5
PC,Pacific,,478,291,-187
PN,Pacific Northwest,,205,207,2
PV,Potomac Valley,,34,24,-10
SC,South Carolina,,55,69,14
SD,South Dakota,,17,12,-5
SE,Southeastern,,186,156,-30
SI,San Diego-Imperial,,215,215,0
SN,Sierra Nevada,,84,36,-48
SR,Snake River,,77,71,-6
ST,South Texas,,127,153,26
UT,Utah,,161,203,42
VA,Virginia,,32,49,17
WI,Wisconsin,,85,71,-14
WT,West Texas,,0,0,0
WV,West Virginia,,4,8,4
WY,Wyoming,,77,72,-5
"",,FEMALE,MALE,,FEMALE,MALE,,FEMALE,MALE,,FEMALE,MALE,,
AD,Adirondack,2,3,,4,3,,3,4,,2,5,,24
AK,Alaska,2,3,,4,0,,4,0,,1,6,,20
AM,Allegheny Mountain,3,0,,3,0,,3,3,,4,14,,27
AR,Arkansas,0,1,,4,2,,3,1,,4,4,,19
AZ,Arizona,1,7,,7,5,,5,5,,8,18,,55
BD,Border,0,0,,0,0,,0,0,,0,0,,0
CA,Southern California,24,25,,12,18,,15,9,,20,59,,172
CC,Central California,3,3,,1,2,,1,1,,2,2,,12
CO,Colorado,13,2,,12,6,,13,11,,6,10,,70
CT,Connecticut,1,3,,4,2,,2,4,,2,6,,24
FG,Florida Gold Coast,0,1,,3,1,,2,3,,1,8,,17
FL,Florida,6,6,,10,4,,13,5,,8,17,,67
GA,Georgia,7,3,,3,1,,3,6,,14,25,,57
GU,Gulf,5,4,,8,7,,2,8,,4,12,,50
HI,Hawaiian,0,2,,2,3,,1,1,,1,3,,13
IA,Iowa,4,2,,0,3,,2,3,,1,2,,16
IE,Inland Empire,4,0,,1,4,,4,1,,5,8,,26
IL,Illinois,11,11,,12,8,,10,8,,7,28,,93
IN,Indiana,10,17,,11,8,,12,6,,14,37,,108
KY,Kentucky,1,0,,2,2,,3,1,,3,5,,16
LA,Louisiana,1,0,,0,3,,1,1,,9,24,,39
LE,Lake Erie,4,3,,5,5,,3,3,,8,16,,43
MA,Middle Atlantic,8,8,,14,5,,6,6,,6,17,,67
MD,Maryland,4,4,,3,5,,11,6,,3,16,,50
ME,Maine,3,0,,3,1,,0,0,,3,6,,16
MI,Michigan,6,2,,19,7,,6,6,,4,18,,65
MN,Minnesota,5,2,,9,4,,11,3,,17,16,,64
MR,Metropolitan,1,5,,4,2,,7,8,,3,11,,40
MS,Mississippi,5,3,,2,1,,1,3,,2,7,,22
MT,Montana,3,1,,0,2,,0,0,,1,5,,12
MV,Missouri Valley,5,2,,1,2,,7,2,,6,15,,38
MW,Midwestern,2,1,,3,1,,3,1,,5,6,,20
NC,North Carolina,4,3,,7,8,,2,5,,8,11,,46
ND,North Dakota,3,2,,1,0,,1,1,,2,4,,13
NE,New England,11,6,,8,4,,13,3,,13,17,,74
NI,Niagara,4,3,,6,2,,8,4,,8,26,,58
NJ,New Jersey,3,3,,7,2,,3,1,,2,7,,27
NM,New Mexico,3,3,,4,1,,2,3,,3,6,,24
NT,North Texas,7,5,,6,7,,1,2,,9,17,,52
OH,Ohio,7,3,,2,3,,5,4,,6,22,,50
OK,Oklahoma,4,3,,1,3,,3,0,,0,13,,27
OR,Oregon,6,3,,2,3,,13,7,,6,12,,52
"",,FEMALE,MALE,,FEMALE,MALE,,FEMALE,MALE,,FEMALE,MALE,,
OZ,Ozark,1,2,,1,,1,4,2,,4,4,,18
PC,Pacific,9,4,,8,,4,9,5,,8,18,,64
PN,Pacific Northwest,9,5,,5,,5,12,11,,7,15,,63
PV,Potomac Valley,7,6,,9,,7,5,4,,2,11,,50
SC,South Carolina,5,2,,1,,3,1,0,,3,7,,22
SD,South Dakota,0,0,,2,,1,1,1,,0,3,,8
SE,Southeastern,5,9,,5,,3,6,8,,12,34,,74
SI,San Diego-Imperial,11,3,,2,,4,1,7,,2,12,,41
SN,Sierra Nevada,2,2,,8,,6,0,4,,5,16,,39
SR,Snake River,2,3,,4,,1,2,3,,6,5,,23
ST,South Texas,5,15,,14,,6,5,6,,12,24,,84
UT,Utah,3,3,,1,,0,2,2,,6,6,,22
VA,Virginia,3,8,,0,,1,3,3,,11,16,,45
WI,Wisconsin,4,1,,4,,6,6,3,,1,8,,31
WT,West Texas,1,1,,2,,3,0,1,,1,2,,11
WV,West Virginia,0,0,,0,,1,0,0,,1,0,,2
WY,Wyoming,4,2,,6,,1,1,3,,9,10,,34
"",,FEMALE,MALE,FEMALE,MALE,FEMALE,MALE,FEMALE,MALE,FEMALE,MALE,FEMALE,MALE,FEMALE,MALE,FEMALE,MALE,FEMALE,MALE
AD,Adirondack,6,3,2,1,33,38,6,2,0,0,581,318,7,6,34,14,684,390
AK,Alaska,2,3,25,21,19,8,9,4,3,6,460,312,6,8,70,45,666,480
AM,Allegheny,12,16,1,0,59,68,10,7,0,0,"1,040",665,10,1,36,25,913,644
"",Mountain,,,,,,,,,,,,,,,,,,
AR,Arkansas,9,8,2,2,36,32,21,24,3,1,614,482,11,17,36,34,224,167
AZ,Arizona,19,12,7,10,98,109,152,102,3,7,"1,665","1,087",24,9,199,146,"1,043",700
BD,Border,2,4,0,0,1,0,73,78,0,1,16,15,1,1,5,4,324,311
CA,Southern,119,86,15,13,"1,930","2,688","1,445","1,108",74,53,"4,862","3,803",115,136,"1,711","1,346","1,531","1,436"
"",California,,,,,,,,,,,,,,,,,,
CC,Central Cali-,1,3,2,1,44,53,71,51,0,1,263,195,12,3,69,77,514,388
"",fornia,,,,,,,,,,,,,,,,,,
CO,Colorado,13,9,4,4,121,126,87,51,6,2,"1,867","1,241",15,14,231,137,"1,990","1,262"
CT,Connecticut,18,11,0,2,149,161,60,56,1,2,"1,432",972,25,16,96,70,"1,651","1,197"
FG,Florida Gold,46,35,1,0,30,36,309,391,0,0,475,392,20,42,77,108,"1,722","1,618"
"",Coast,,,,,,,,,,,,,,,,,,
FL,Florida,82,74,3,3,198,225,267,276,5,5,"2,713","2,021",43,40,327,248,"2,428","1,923"
GA,Georgia,193,183,0,0,126,169,53,54,1,1,"1,459","1,103",23,25,78,67,"2,237","1,799"
GU,Gulf,90,101,8,6,354,493,402,358,2,2,"1,800","1,295",37,36,280,261,"1,876","1,665"
HI,Hawaiian,7,5,5,2,250,213,32,26,85,57,486,345,17,9,315,235,646,500
IA,Iowa,8,3,0,0,49,43,15,7,0,1,915,677,9,6,40,32,517,351
IE,Inland Empire,1,1,1,2,21,37,19,11,0,0,438,318,3,2,52,29,234,145
IL,Illinois,127,116,2,3,418,447,259,199,2,4,"4,236","3,085",103,97,341,299,"5,142","4,047"
IN,Indiana,67,44,3,0,175,178,139,129,0,1,"3,325","2,301",26,23,199,145,"2,228","1,622"
KY,Kentucky,10,1,0,3,43,35,19,11,1,0,816,591,3,2,39,17,720,558
LA,Louisiana,16,19,0,0,22,19,20,18,0,0,509,458,8,10,14,14,"1,097",957
LE,Lake Erie,27,24,1,0,115,115,31,18,1,0,"1,301",862,17,7,90,61,661,495
MA,Middle Atlantic,82,79,5,1,253,296,75,62,31,26,"3,414","2,597",21,29,160,121,"2,240","1,661"
MD,Maryland,99,92,3,1,141,179,28,33,5,3,"1,400","1,043",14,9,141,104,"1,106",834
ME,Maine,1,4,1,1,16,11,3,8,0,0,532,380,4,7,21,10,82,47
MI,Michigan,81,62,3,5,246,237,69,69,1,1,"2,781","1,724",32,24,190,129,"1,917","1,601"
MN,Minnesota,17,11,9,2,133,141,36,19,3,0,"2,304","1,233",51,39,109,69,"2,734","1,645"
MR,Metropolitan,197,142,11,4,447,568,326,284,2,4,"1,974","1,545",118,133,231,168,"2,695","2,284"
MS,Mississippi,32,43,3,0,31,44,18,10,1,0,591,485,3,9,32,31,84,70
MT,Montana,6,1,9,4,11,4,5,4,0,0,399,207,1,0,32,14,253,166
MV,Missouri Valley,12,15,5,1,54,40,58,52,0,3,"1,050",768,10,3,83,55,"1,514","1,137"
MW,Midwestern,5,11,4,0,39,43,23,37,0,0,978,713,10,5,55,23,489,379
NC,North Carolina,75,69,2,4,95,90,49,48,2,0,"1,862","1,343",11,20,102,87,"3,426","2,516"
ND,North Dakota,0,3,2,1,8,6,5,3,2,0,489,309,2,0,22,8,190,130
NE,New England,42,36,1,3,401,449,66,60,0,2,"3,102","1,701",70,39,184,140,"1,756","1,086"
NI,Niagara,69,52,14,0,81,99,23,19,2,0,"1,931","1,262",18,16,105,62,"1,131",736
NJ,New Jersey,49,52,0,1,460,544,149,153,2,2,"1,713","1,209",59,68,152,115,"2,651","2,252"
NM,New Mexico,9,1,12,9,73,92,259,197,2,1,583,427,15,7,185,134,103,68
NT,North Texas,67,67,7,6,624,811,189,178,2,4,"1,774","1,392",26,30,289,236,606,498
OH,Ohio,24,24,3,2,114,141,38,30,1,2,"2,149","1,559",24,14,138,105,"1,209",936
OK,Oklahoma,8,6,26,10,63,63,21,25,0,1,444,348,4,7,91,56,374,329
OR,Oregon,7,11,14,5,173,182,78,70,5,1,"1,389",869,15,14,190,161,"1,661","1,192"
OZ,Ozark,24,26,1,0,79,84,23,19,2,2,"1,090",768,8,4,58,53,512,356
"",,FEMALE,MALE,FEMALE,MALE,FEMALE,MALE,FEMALE,MALE,FEMALE,MALE,FEMALE,MALE,FEMALE,MALE,FEMALE,MALE,FEMALE,MALE
PC,Pacific,60,35,14,8,"1,506","1,732",309,229,27,15,"2,643","1,834",103,85,907,635,"3,687","3,224"
PN,Pacific North-,37,26,8,3,458,526,58,31,4,4,"1,774","1,253",37,17,373,250,945,833
"",west,,,,,,,,,,,,,,,,,,
PV,Potomac,214,148,3,3,530,607,114,86,6,4,"1,770","1,405",45,44,250,209,"3,498","2,838"
"",Valley,,,,,,,,,,,,,,,,,,
SC,South Carolina,35,26,2,2,31,38,21,29,1,0,931,644,5,11,46,31,708,536
SD,South Dakota,5,3,4,4,4,6,3,3,0,0,413,275,0,0,18,16,275,164
SE,Southeastern,81,83,8,5,114,158,55,48,0,0,"1,922","1,517",29,31,116,100,"1,905","1,565"
SI,San Diego-,10,10,1,2,251,293,157,123,8,14,"1,072",789,20,12,376,301,194,190
"",Imperial,,,,,,,,,,,,,,,,,,
SN,Sierra Nevada,10,5,4,5,124,126,43,46,8,6,675,469,9,7,181,119,899,719
SR,Snake River,6,3,2,1,32,19,35,22,0,1,551,432,6,2,36,28,126,85
ST,South Texas,40,38,4,2,589,644,512,506,4,3,"2,076","1,692",38,43,432,370,619,517
US,USA Swimming,0,0,0,0,0,1,1,0,0,1,4,2,0,0,3,1,0,1
UT,Utah,7,5,2,2,48,36,41,53,9,7,"1,025",926,2,3,62,39,962,717
VA,Virginia,47,34,3,2,83,61,53,41,8,6,"1,687","1,240",23,20,135,124,"1,544","1,204"
WI,Wisconsin,6,9,9,4,84,100,54,29,1,0,"2,314","1,291",9,9,129,66,"1,872","1,008"
WT,West Texas,7,4,1,0,10,24,36,46,1,0,196,159,1,0,31,21,197,157
WV,West Virginia,1,1,0,0,6,6,3,2,2,2,203,156,0,1,6,3,151,97
WY,WYOMING,1,2,5,4,4,6,28,16,0,0,672,542,1,1,41,27,327,235
LSC,,LSC,2015,2016,INC./
CODE,,NAME,,,DEC.
AK,Alaska,,87,60,-27
AR,Arkansas,,23,0,-23
AZ,Arizona,,1,0,-1
CC,Central California,,28,26,-2
GA,Georgia,,2,0,-2
GU,Gulf,,713,580,-133
IA,Iowa,,664,637,-27
IE,Inland Empire,,195,207,12
LE,Lake Erie,,209,254,45
MD,Maryland,,6,30,24
MI,Michigan,,471,505,34
MT,Montana,,136,109,-27
NC,North Carolina,,241,203,-38
OH,Ohio,,243,162,-81
SD,South Dakota,,298,282,-16
SE,Southeastern,,102,174,72
SN,Sierra Nevada,,1,0,-1
WT,West Texas,,32,54,22
WV,West Virginia,,2,0,-2
WY,Wyoming,,38,0,-38
WT,West Texas,,0,32,32
WV,West Virginia,,0,2,2
WY,Wyoming,,0,38,38
LSC,LSC,2015,,2016,INC./
CODE,NAME,,,,DEC.
AD Adirondack,,289,,203,-86
AM Allegheny Mountain,,131,,141,10
AR Arkansas,,49,,68,19
AZ Arizona,,19,,1,-18
CA Southern California,,"1,864",,"1,682",-182
CC Central California,,17,,14,-3
CO Colorado,,"1,063",,"1,184",121
CT Connecticut,,356,,337,-19
FG Florida Gold Coast,,170,,167,-3
FL Florida,,"2,093",,"1,873",-220
GA Georgia,,172,,197,25
HI Hawaiian,,187,,74,-113
IN Indiana,,"1,243",,"1,431",188
KY Kentucky,,54,,42,-12
LA Louisiana,,118,,11,-107
ME Maine,,107,,107,0
MI Michigan,,168,,86,-82
MN Minnesota,,"1,112",,"1,067",-45
MT Montana,,0,,3,3
MV Missouri Valley,,50,,79,29
MW Midwestern,,228,,129,-99
ND North Dakota,,158,,192,34
NI Niagara,,64,,76,12
NM New Mexico,,102,,67,-35
NT North Texas,,160,,121,-39
OH Ohio,,346,,391,45
OK Oklahoma,,1,,1,0
OR Oregon,,581,,538,-43
OZ Ozark,,21,,0,-21
PC Pacific,,"1,420",,"1,152",-268
PN Pacific Northwest,,6,,6,0
PV Potomac Valley,,59,,40,-19
ESAC SONSoAuthL  CAarToHlinLaETE MEMBERSHIP 77,,,,29,-48
SE Southeastern,,99,,132,33
SI San Diego-Imperial,,520,,512,-8
SN Sierra Nevada,,231,,246,15
SR Snake River,,147,,128,-19
ST South Texas,,176,,247,71
UT Utah,,10,,8,-2
VA Virginia,,126,,130,4
WI Wisconsin,,448,,385,-63
WV West Virginia,,37,,9,-28
WY Wyoming,,88,,89,1
LSC,LSC,2015,2016,INC./
CODE,NAME,,,DEC.
AM,Allegheny Mountain,239,187,-52
AZ,Arizona,126,183,57
BD,Border,51,33,-18
CC,Central California,86,53,-33
CO,Colorado,173,189,16
GA,Georgia,354,281,-73
IE,Inland Empire,9,0,-9
IN,Indiana,41,36,-5
LA,Louisiana,1,235,234
ME,Maine,65,64,-1
MS,Mississippi,51,49,-2
MV,Missouri Valley,"2,214","2,121",-93
ND,North Dakota,157,143,-14
OH,Ohio,206,200,-6
OK,Oklahoma,73,89,16
OZ,Ozark,0,28,28
PC,Pacific,"1,341","1,288",-53
PN,Pacific Northwest,458,472,14
SD,South Dakota,88,92,4
SE,Southeastern,152,104,-48
SN,Sierra Nevada,"1,143","1,102",-41
SR,Snake River,0,1,1
UT,Utah,439,230,-209
AGE,NEW,RENEW,,TOTAL,NEW,RENEW,,TOTAL,,GRAND
"",FEMALE,FEMALE,,FEMALE,MALE,MALE,,MALE,,TOTAL
8 & Under,"1,279",,375,"1,654","1,006",,299,,"1,305","2,959"
9,510,,248,758,385,,212,,597,"1,355"
10,498,,297,795,398,,225,,623,"1,418"
11,416,,308,724,314,,248,,562,"1,286"
12,350,,313,663,266,,274,,540,"1,203"
13,290,,336,626,235,,245,,480,"1,106"
14,210,,315,525,180,,216,,396,921
15,186,,304,490,145,,224,,369,859
16,142,,313,455,135,,218,,353,808
17,90,,238,328,82,,215,,297,625
18,23,,124,147,36,,103,,139,286
19 & Over,29,,287,316,22,,231,,253,569
AGE,INC./DEC.FEMALE 2014,2015 FEMALE,,INC./DEC.,2014 MALE,,2015 MALE,,INC./DEC.,2014 TOTAL F/M,,2015 TOTAL F/M,,
8 & Under,"1,814","1,654",,-160,"1,479",,"1,305",,-174,"3,293",,"2,959",,-334
9,869,758,,-111,677,,597,,-80,"1,546",,"1,355",,-191
10,871,795,,-76,631,,623,,-8,"1,502",,"1,418",,-84
11,858,724,,-134,647,,562,,-85,"1,505",,"1,286",,-219
12,795,663,,-132,527,,540,,13,"1,322",,"1,203",,-119
13,648,626,,-22,413,,480,,67,"1,061",,"1,106",,45
14,519,525,,6,392,,396,,4,911,,921,,10
15,522,490,,-32,390,,369,,-21,912,,859,,-53
16,432,455,,23,397,,353,,-44,829,,808,,-21
17,343,328,,-15,268,,297,,29,611,,625,,14
18,165,147,,-18,151,,139,,-12,316,,286,,-30
19 & Over,294,316,,22,265,,253,,-12,559,,569,,10
AGE,NEW,,RENEW,,TOTAL,,NEW,,RENEW,,TOTAL,,GRAND
"",FEMALE,,FEMALE,,FEMALE,,MALE,,MALE,,MALE,,TOTAL
8 & Under,,610,,278,,888,,490,,220,,710,"1,598"
9,,211,,233,,444,,193,,152,,345,789
10,,210,,225,,435,,152,,210,,362,797
11,,212,,270,,482,,141,,202,,343,825
12,,161,,295,,456,,113,,179,,292,748
13,,108,,252,,360,,84,,168,,252,612
14,,67,,225,,292,,68,,133,,201,493
15,,53,,157,,210,,40,,127,,167,377
16,,43,,151,,194,,35,,129,,164,358
17,,24,,136,,160,,26,,74,,100,260
18,,9,,51,,60,,9,,61,,70,130
19 & Over,,12,,93,,105,,12,,76,,88,193
